3dd9e578dace13af ,620782212314 ,0.081848145 ,0.21966553 ,-0.9702759 ,3 ,Acc ,15
3dd9e578dace13af ,620902847574 ,0.07342529 ,0.2241211 ,-0.9700928 ,3 ,Acc ,15
3dd9e578dace13af ,621003078251 ,0.08703613 ,0.85754395 ,-0.506897 ,3 ,Acc ,15
3dd9e578dace13af ,621103238147 ,0.07788086 ,0.86590576 ,-0.4940796 ,3 ,Acc ,15
3dd9e578dace13af ,621203347783 ,0.07067871 ,0.86901855 ,-0.48962402 ,3 ,Acc ,15
3dd9e578dace13af ,621303200387 ,0.058166504 ,0.8742676 ,-0.4819336 ,3 ,Acc ,15
3dd9e578dace13af ,621403566689 ,0.044006348 ,0.87335205 ,-0.48510742 ,3 ,Acc ,15
3dd9e578dace13af ,621503590387 ,0.022338867 ,0.8751221 ,-0.4833374 ,3 ,Acc ,15
3dd9e578dace13af ,621603733355 ,-0.0068969727 ,0.8723755 ,-0.48828125 ,3 ,Acc ,15
3dd9e578dace13af ,621703708564 ,-0.041931152 ,0.87542725 ,-0.47906494 ,3 ,Acc ,15
3dd9e578dace13af ,621803894241 ,-0.08227539 ,0.87420654 ,-0.4706421 ,3 ,Acc ,15
3dd9e578dace13af ,621904026376 ,-0.11883545 ,0.8642578 ,-0.47320557 ,3 ,Acc ,15
3dd9e578dace13af ,622004143928 ,-0.15490723 ,0.85150146 ,-0.4767456 ,3 ,Acc ,15
3dd9e578dace13af ,622104224397 ,-0.18664551 ,0.84680176 ,-0.4666748 ,3 ,Acc ,15
3dd9e578dace13af ,622204349605 ,-0.20166016 ,0.8428345 ,-0.4619751 ,3 ,Acc ,15
3dd9e578dace13af ,622304423251 ,-0.20391846 ,0.83813477 ,-0.4666748 ,3 ,Acc ,15
3dd9e578dace13af ,622404586168 ,-0.19927979 ,0.83795166 ,-0.46862793 ,3 ,Acc ,15
3dd9e578dace13af ,622504507209 ,-0.18005371 ,0.84350586 ,-0.46728516 ,3 ,Acc ,15
3dd9e578dace13af ,622604785230 ,-0.16033936 ,0.84606934 ,-0.47088623 ,3 ,Acc ,15
3dd9e578dace13af ,622705377938 ,-0.14660645 ,0.847229 ,-0.47509766 ,3 ,Acc ,15
3dd9e578dace13af ,622825003147 ,-0.13476563 ,0.8475952 ,-0.4786377 ,3 ,Acc ,15
3dd9e578dace13af ,622945085282 ,-0.1307373 ,0.8477173 ,-0.4763794 ,3 ,Acc ,15
3dd9e578dace13af ,623065258042 ,-0.1496582 ,0.8451538 ,-0.46435547 ,3 ,Acc ,15
3dd9e578dace13af ,623185329084 ,-0.18920898 ,0.7863159 ,-0.51763916 ,3 ,Acc ,15
3dd9e578dace13af ,623305399032 ,-0.17694092 ,0.5973511 ,-0.6895752 ,3 ,Acc ,15
3dd9e578dace13af ,623405541480 ,-0.18518066 ,0.4979248 ,-0.7349243 ,3 ,Acc ,15
3dd9e578dace13af ,623505662365 ,-0.25830078 ,0.43347168 ,-0.7525635 ,3 ,Acc ,15
3dd9e578dace13af ,623605880855 ,-0.37634277 ,0.3425293 ,-0.7868042 ,3 ,Acc ,15
3dd9e578dace13af ,623705762365 ,-0.47106934 ,0.14520264 ,-0.83099365 ,3 ,Acc ,15
3dd9e578dace13af ,623784612938 ,5.5555267 ,-2.6182556 ,1.0620575 ,0 ,Acc ,10
3dd9e578dace13af ,623806061063 ,-0.55773926 ,0.10144043 ,-0.8112793 ,3 ,Acc ,15
3dd9e578dace13af ,623906197521 ,-0.58758545 ,0.057373047 ,-0.7927246 ,3 ,Acc ,15
3dd9e578dace13af ,624006639917 ,-0.6036377 ,0.02758789 ,-0.7739258 ,3 ,Acc ,15
3dd9e578dace13af ,624106346063 ,-0.5470581 ,0.0692749 ,-0.7874756 ,3 ,Acc ,15
3dd9e578dace13af ,624209518563 ,-0.5522461 ,0.03503418 ,-0.76556396 ,3 ,Acc ,15
3dd9e578dace13af ,624325933302 ,-0.5050049 ,0.028625488 ,-0.74853516 ,3 ,Acc ,15
3dd9e578dace13af ,624426563667 ,-0.43096924 ,0.051635742 ,-0.744751 ,3 ,Acc ,15
3dd9e578dace13af ,624527267208 ,-0.36541748 ,0.11053467 ,-0.7348633 ,3 ,Acc ,15
3dd9e578dace13af ,624646191219 ,-0.31341553 ,0.13189697 ,-0.7140503 ,3 ,Acc ,15
3dd9e578dace13af ,624746900802 ,-0.3031006 ,0.08673096 ,-0.73187256 ,3 ,Acc ,15
3dd9e578dace13af ,624847124917 ,-0.38970947 ,0.06561279 ,-0.7614746 ,3 ,Acc ,15
3dd9e578dace13af ,624947214708 ,-0.4420166 ,-0.03100586 ,-0.7624512 ,3 ,Acc ,15
3dd9e578dace13af ,625067284187 ,-0.50982666 ,-0.03326416 ,-0.75775146 ,3 ,Acc ,15
3dd9e578dace13af ,625187559812 ,-0.55578613 ,-0.07299805 ,-0.7316284 ,3 ,Acc ,15
3dd9e578dace13af ,625286952625 ,-0.55023193 ,-0.1161499 ,-0.708374 ,3 ,Acc ,15
3dd9e578dace13af ,625387599552 ,-0.5159912 ,-0.06768799 ,-0.704895 ,3 ,Acc ,15
3dd9e578dace13af ,625487158771 ,-0.43811035 ,0.00592041 ,-0.708374 ,3 ,Acc ,15
3dd9e578dace13af ,625587893406 ,-0.39031982 ,0.12231445 ,-0.67333984 ,3 ,Acc ,15
3dd9e578dace13af ,625687365906 ,-0.34436035 ,0.18359375 ,-0.6529541 ,3 ,Acc ,15
3dd9e578dace13af ,625788042989 ,-0.3614502 ,0.20916748 ,-0.67785645 ,3 ,Acc ,15
3dd9e578dace13af ,625908284864 ,-0.45428467 ,0.10040283 ,-0.7282715 ,3 ,Acc ,15
3dd9e578dace13af ,626008731375 ,-0.49493408 ,-0.02331543 ,-0.7462158 ,3 ,Acc ,15
3dd9e578dace13af ,626108483354 ,-0.5543213 ,-0.022277832 ,-0.75323486 ,3 ,Acc ,15
3dd9e578dace13af ,626208638979 ,-0.5887451 ,-0.042175293 ,-0.73638916 ,3 ,Acc ,15
3dd9e578dace13af ,626408784083 ,-0.50775146 ,-0.047729492 ,-0.7043457 ,3 ,Acc ,15
3dd9e578dace13af ,626508856322 ,-0.39178467 ,-0.036621094 ,-0.70513916 ,3 ,Acc ,15
3dd9e578dace13af ,626609043406 ,-0.29571533 ,0.026611328 ,-0.7029419 ,3 ,Acc ,15
3dd9e578dace13af ,626787930489 ,6.615158 ,4.278366 ,-7.71344 ,0 ,Acc ,10
3dd9e578dace13af ,627549953822 ,-0.28405762 ,-0.07873535 ,-0.60302734 ,3 ,Acc ,15
3dd9e578dace13af ,627670147207 ,-0.24359131 ,0.05456543 ,-0.572937 ,3 ,Acc ,15
3dd9e578dace13af ,627790183301 ,-0.3291626 ,0.13623047 ,-0.5663452 ,3 ,Acc ,15
3dd9e578dace13af ,627910439290 ,-0.35968018 ,-0.070251465 ,-0.583374 ,3 ,Acc ,15
3dd9e578dace13af ,628010646895 ,-0.39031982 ,-0.23022461 ,-0.57598877 ,3 ,Acc ,15
3dd9e578dace13af ,628110633717 ,-0.44677734 ,-0.3043213 ,-0.5698242 ,3 ,Acc ,15
3dd9e578dace13af ,628210891790 ,-0.43725586 ,-0.37628174 ,-0.53912354 ,3 ,Acc ,15
3dd9e578dace13af ,628310891790 ,-0.3814087 ,-0.3720703 ,-0.52142334 ,3 ,Acc ,15
3dd9e578dace13af ,628410959551 ,-0.29431152 ,-0.30316162 ,-0.52178955 ,3 ,Acc ,15
