@relation Sig10

@attribute DeviceID string
@attribute TimeStamp numeric
@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute Accuracy numeric
@attribute DataSource string
@attribute DataType numeric

@data
3dd9e578dace13af ,5745846655260569 ,-9.075638 ,-3.2915192 ,1.723053 ,0 ,Acc ,9
3dd9e578dace13af ,5745849654802442 ,-1.9664459 ,-9.369095 ,-2.1268005 ,0 ,Acc ,9
3dd9e578dace13af ,5745849653163953 ,-0.0927887 ,0.4020691 ,-0.054626465 ,0 ,Acc ,10
3dd9e578dace13af ,5745849953769005 ,-2.0023956 ,-9.377762 ,-2.0538025 ,0 ,Acc ,9
3dd9e578dace13af ,5745850073726140 ,-1.9672394 ,-9.380463 ,-2.0753326 ,0 ,Acc ,9
3dd9e578dace13af ,5745850174587494 ,-1.949585 ,-9.38623 ,-2.065918 ,0 ,Acc ,9
3dd9e578dace13af ,5745850294607130 ,-1.9540863 ,-9.393005 ,-2.0305328 ,0 ,Acc ,9
3dd9e578dace13af ,5745850395427286 ,-1.9515991 ,-9.396698 ,-2.015808 ,0 ,Acc ,9
3dd9e578dace13af ,5745850515464369 ,-1.9503479 ,-9.3997345 ,-2.0028381 ,0 ,Acc ,9
3dd9e578dace13af ,5745850630671452 ,-1.936203 ,-9.403366 ,-1.9995117 ,0 ,Acc ,9
3dd9e578dace13af ,5745850734792598 ,-1.930893 ,-9.405777 ,-1.9932861 ,0 ,Acc ,9
3dd9e578dace13af ,5745850835772963 ,-1.9262085 ,-9.407761 ,-1.9884796 ,0 ,Acc ,9
3dd9e578dace13af ,5745850951875619 ,-1.9281921 ,-9.409317 ,-1.979126 ,0 ,Acc ,9
3dd9e578dace13af ,5745851053176504 ,-1.921051 ,-9.418381 ,-1.9426575 ,0 ,Acc ,9
3dd9e578dace13af ,5745851156138015 ,-1.9086914 ,-9.445984 ,-1.8167114 ,0 ,Acc ,9
3dd9e578dace13af ,5745851272916452 ,-1.912674 ,-9.446259 ,-1.8110962 ,0 ,Acc ,9
3dd9e578dace13af ,5745851396544108 ,-1.912674 ,-9.444717 ,-1.8191528 ,0 ,Acc ,9
3dd9e578dace13af ,5745851516513535 ,-1.9137115 ,-9.444717 ,-1.8180542 ,0 ,Acc ,9
3dd9e578dace13af ,5745851634161556 ,-1.9135284 ,-9.444717 ,-1.8182526 ,0 ,Acc ,9
3dd9e578dace13af ,5745851735845514 ,-1.9265289 ,-9.442062 ,-1.8182526 ,0 ,Acc ,9
3dd9e578dace13af ,5745851855358744 ,-1.9858093 ,-9.42955 ,-1.8194122 ,0 ,Acc ,9
3dd9e578dace13af ,5745851956757285 ,-1.963211 ,-9.43364 ,-1.8227539 ,0 ,Acc ,9
3dd9e578dace13af ,5745852057273431 ,-1.9594421 ,-9.433487 ,-1.8276215 ,0 ,Acc ,9
3dd9e578dace13af ,5745852175829837 ,-1.858902 ,-9.452972 ,-1.8319702 ,0 ,Acc ,9
3dd9e578dace13af ,5745852294938118 ,-1.6189728 ,-9.4826355 ,-1.904953 ,0 ,Acc ,9
3dd9e578dace13af ,5745852397638587 ,-0.91178894 ,-9.553162 ,-2.0188751 ,0 ,Acc ,9
3dd9e578dace13af ,5745852516904785 ,1.0303955 ,-9.64151 ,-1.4661865 ,0 ,Acc ,9
3dd9e578dace13af ,5745852617148743 ,2.7492065 ,-9.409424 ,0.27337646 ,0 ,Acc ,9
3dd9e578dace13af ,5745852675111347 ,0.27104187 ,0.6085205 ,1.0630493 ,0 ,Acc ,10
3dd9e578dace13af ,5745852678219368 ,3.821146 ,-8.710106 ,2.3319526 ,3 ,Acc ,1
3dd9e578dace13af ,5745852732476452 ,4.195282 ,-8.5121155 ,2.47258 ,0 ,Acc ,9
3dd9e578dace13af ,5745852837966295 ,5.3071594 ,-7.04303 ,4.2895203 ,0 ,Acc ,9
3dd9e578dace13af ,5745852956828847 ,5.9075165 ,-5.2658234 ,5.7915955 ,0 ,Acc ,9
3dd9e578dace13af ,5745853057446816 ,5.8393097 ,-4.6193695 ,6.382324 ,0 ,Acc ,9
3dd9e578dace13af ,5745853156853222 ,5.701889 ,-4.358261 ,6.6831207 ,0 ,Acc ,9
3dd9e578dace13af ,5745853277296087 ,5.8128967 ,-3.84523 ,6.8988953 ,0 ,Acc ,9
3dd9e578dace13af ,5745853378235514 ,5.734665 ,-3.6659088 ,7.060089 ,0 ,Acc ,9
3dd9e578dace13af ,5745853478690253 ,5.842926 ,-3.3006744 ,7.15094 ,0 ,Acc ,9
3dd9e578dace13af ,5745853596569472 ,6.115753 ,-3.9706573 ,6.557556 ,0 ,Acc ,9
3dd9e578dace13af ,5745853697065982 ,5.5901794 ,-6.962738 ,4.0546722 ,0 ,Acc ,9
3dd9e578dace13af ,5745853797537389 ,4.7042236 ,-8.600632 ,-0.26379395 ,0 ,Acc ,9
3dd9e578dace13af ,5745853897214628 ,4.080673 ,-8.698257 ,-1.9642944 ,0 ,Acc ,9
3dd9e578dace13af ,5745853999190357 ,3.4996033 ,-8.774429 ,-2.632965 ,0 ,Acc ,9
3dd9e578dace13af ,5745854098760722 ,2.5869446 ,-9.065918 ,-2.6994476 ,0 ,Acc ,9
3dd9e578dace13af ,5745854199402389 ,2.2524872 ,-9.398987 ,-1.6600037 ,0 ,Acc ,9
3dd9e578dace13af ,5745854319502441 ,2.7518463 ,-9.411209 ,-0.16381836 ,0 ,Acc ,9
3dd9e578dace13af ,5745854435971347 ,2.7069244 ,-9.33461 ,1.3067932 ,0 ,Acc ,9
3dd9e578dace13af ,5745854539080149 ,2.6719208 ,-9.295502 ,1.6200714 ,0 ,Acc ,9
3dd9e578dace13af ,5745854657616868 ,1.9737701 ,-9.42128 ,1.8744965 ,0 ,Acc ,9
3dd9e578dace13af ,5745854777482701 ,1.3552246 ,-9.446518 ,2.2576141 ,0 ,Acc ,9
