@relation Sig26

@attribute DeviceID string
@attribute TimeStamp numeric
@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute Accuracy numeric
@attribute DataSource string
@attribute DataType numeric

@data
3dd9e578dace13af ,1740996935595 ,-0.74383545 ,0.66815186 ,0.009521484 ,3 ,Acc ,15
3dd9e578dace13af ,1742318654136 ,-0.5917969 ,0.4777832 ,-0.31506348 ,3 ,Acc ,15
3dd9e578dace13af ,1742422430907 ,-0.59539795 ,0.4664917 ,-0.32183838 ,3 ,Acc ,15
3dd9e578dace13af ,1742523494604 ,-0.58465576 ,0.44256592 ,-0.34887695 ,3 ,Acc ,15
3dd9e578dace13af ,1742643372209 ,-0.55236816 ,0.3980713 ,-0.3859253 ,3 ,Acc ,15
3dd9e578dace13af ,1742742832261 ,-0.53466797 ,0.36810303 ,-0.3991089 ,3 ,Acc ,15
3dd9e578dace13af ,1742843633667 ,-0.5597534 ,0.37164307 ,-0.39141846 ,3 ,Acc ,15
3dd9e578dace13af ,1742943023667 ,-0.5689697 ,0.37835693 ,-0.39239502 ,3 ,Acc ,15
3dd9e578dace13af ,1743043087104 ,-0.5783081 ,0.38659668 ,-0.39331055 ,3 ,Acc ,15
3dd9e578dace13af ,1743143215906 ,-0.58361816 ,0.39007568 ,-0.39648438 ,3 ,Acc ,15
3dd9e578dace13af ,1743244187208 ,-0.5834961 ,0.3862915 ,-0.39892578 ,3 ,Acc ,15
3dd9e578dace13af ,1743364210958 ,-0.56433105 ,0.37921143 ,-0.41522217 ,3 ,Acc ,15
3dd9e578dace13af ,1743484393927 ,-0.5643921 ,0.38690186 ,-0.42041016 ,3 ,Acc ,15
3dd9e578dace13af ,1743583791062 ,-0.5625 ,0.39422607 ,-0.42510986 ,3 ,Acc ,15
3dd9e578dace13af ,1743684551739 ,-0.56140137 ,0.3949585 ,-0.4284668 ,3 ,Acc ,15
3dd9e578dace13af ,1743783945594 ,-0.5441284 ,0.3770752 ,-0.4359131 ,3 ,Acc ,15
3dd9e578dace13af ,1743884733510 ,-0.52545166 ,0.35247803 ,-0.44030762 ,3 ,Acc ,15
3dd9e578dace13af ,1743984155489 ,-0.4794922 ,0.31304932 ,-0.44830322 ,3 ,Acc ,15
3dd9e578dace13af ,1743999775646 ,-0.062347412 ,-9.122864 ,3.597168 ,0 ,Acc ,9
3dd9e578dace13af ,1744083901166 ,-0.46435547 ,0.28918457 ,-0.42669678 ,3 ,Acc ,15
3dd9e578dace13af ,1744184227989 ,-0.45013428 ,0.2548828 ,-0.4182129 ,3 ,Acc ,15
3dd9e578dace13af ,1744285232729 ,-0.47564697 ,0.2536621 ,-0.39801025 ,3 ,Acc ,15
3dd9e578dace13af ,1744406314604 ,-0.49627686 ,0.24749756 ,-0.3869629 ,3 ,Acc ,15
3dd9e578dace13af ,1744525487468 ,-0.51519775 ,0.2593994 ,-0.38671875 ,3 ,Acc ,15
3dd9e578dace13af ,1744624903406 ,-0.52593994 ,0.27130127 ,-0.38568115 ,3 ,Acc ,15
3dd9e578dace13af ,1744725658666 ,-0.52178955 ,0.272583 ,-0.38909912 ,3 ,Acc ,15
3dd9e578dace13af ,1744845804760 ,-0.5187988 ,0.27044678 ,-0.39190674 ,3 ,Acc ,15
3dd9e578dace13af ,1744964858978 ,-0.5180664 ,0.26940918 ,-0.39471436 ,3 ,Acc ,15
3dd9e578dace13af ,1745065344760 ,-0.5162964 ,0.2697754 ,-0.39709473 ,3 ,Acc ,15
3dd9e578dace13af ,1745165623458 ,-0.5130615 ,0.27197266 ,-0.39886475 ,3 ,Acc ,15
3dd9e578dace13af ,1745265580905 ,-0.5114136 ,0.27404785 ,-0.39971924 ,3 ,Acc ,15
3dd9e578dace13af ,1745301226010 ,-0.049575806 ,0.16784668 ,0.2750244 ,0 ,Acc ,10
3dd9e578dace13af ,1745366324291 ,-0.5108032 ,0.27404785 ,-0.40289307 ,3 ,Acc ,15
3dd9e578dace13af ,1745486557103 ,-0.5064697 ,0.2763672 ,-0.40808105 ,3 ,Acc ,15
3dd9e578dace13af ,1745585927937 ,-0.5050049 ,0.2781372 ,-0.41119385 ,3 ,Acc ,15
3dd9e578dace13af ,1745686685697 ,-0.5038452 ,0.27386475 ,-0.41119385 ,3 ,Acc ,15
3dd9e578dace13af ,1745786157259 ,-0.49951172 ,0.2788086 ,-0.41711426 ,3 ,Acc ,15
3dd9e578dace13af ,1745906124030 ,-0.50213623 ,0.2819214 ,-0.41375732 ,3 ,Acc ,15
3dd9e578dace13af ,1746008063770 ,-0.49761963 ,0.27990723 ,-0.41809082 ,3 ,Acc ,15
3dd9e578dace13af ,1746108284707 ,-0.49731445 ,0.27905273 ,-0.4197998 ,3 ,Acc ,15
3dd9e578dace13af ,1746208790072 ,-0.4973755 ,0.2774048 ,-0.4185791 ,3 ,Acc ,15
3dd9e578dace13af ,1746327369447 ,-0.49523926 ,0.27911377 ,-0.42199707 ,3 ,Acc ,15
3dd9e578dace13af ,1746428669915 ,-0.49487305 ,0.2796631 ,-0.42364502 ,3 ,Acc ,15
3dd9e578dace13af ,1746546990384 ,-0.49395752 ,0.2781372 ,-0.42437744 ,3 ,Acc ,15
3dd9e578dace13af ,1746647763145 ,-0.49273682 ,0.28009033 ,-0.42773438 ,3 ,Acc ,15
3dd9e578dace13af ,1746749170957 ,-0.49188232 ,0.27905273 ,-0.4295044 ,3 ,Acc ,15
3dd9e578dace13af ,1746867037624 ,-0.49145508 ,0.2772827 ,-0.42907715 ,3 ,Acc ,15
3dd9e578dace13af ,1746967912415 ,-0.49188232 ,0.27941895 ,-0.4309082 ,3 ,Acc ,15
3dd9e578dace13af ,1747006557676 ,0.29701233 ,-9.138138 ,3.546341 ,0 ,Acc ,9
3dd9e578dace13af ,1747084727519 ,-0.48797607 ,0.2828369 ,-0.43548584 ,3 ,Acc ,15
3dd9e578dace13af ,1747186569134 ,-0.48950195 ,0.28204346 ,-0.43395996 ,3 ,Acc ,15
3dd9e578dace13af ,1747288423040 ,-0.4888916 ,0.27941895 ,-0.43310547 ,3 ,Acc ,15
3dd9e578dace13af ,1747389689030 ,-0.4868164 ,0.28302002 ,-0.43725586 ,3 ,Acc ,15
3dd9e578dace13af ,1747488840436 ,-0.48553467 ,0.28424072 ,-0.4395752 ,3 ,Acc ,15
3dd9e578dace13af ,1747609762363 ,-0.48651123 ,0.28527832 ,-0.43933105 ,3 ,Acc ,15
3dd9e578dace13af ,1747711175384 ,-0.48638916 ,0.2861328 ,-0.43963623 ,3 ,Acc ,15
3dd9e578dace13af ,1747828300332 ,-0.4866333 ,0.2871704 ,-0.43963623 ,3 ,Acc ,15
3dd9e578dace13af ,1747929085175 ,-0.48620605 ,0.28753662 ,-0.44036865 ,3 ,Acc ,15
3dd9e578dace13af ,1748049376529 ,-0.48583984 ,0.288208 ,-0.44024658 ,3 ,Acc ,15
3dd9e578dace13af ,1748148852675 ,-0.4857788 ,0.28918457 ,-0.43884277 ,3 ,Acc ,15
3dd9e578dace13af ,1748249419967 ,-0.48614502 ,0.28936768 ,-0.43615723 ,3 ,Acc ,15
3dd9e578dace13af ,1748305138977 ,-0.13111877 ,0.0932312 ,-0.16793823 ,0 ,Acc ,10
3dd9e578dace13af ,1748369654133 ,-0.4869995 ,0.2886963 ,-0.43640137 ,3 ,Acc ,15
3dd9e578dace13af ,1748469412988 ,-0.48272705 ,0.293396 ,-0.4456787 ,3 ,Acc ,15
