@relation Sig28

@attribute DeviceID string
@attribute TimeStamp numeric
@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute Accuracy numeric
@attribute DataSource string
@attribute DataType numeric

@data
3dd9e578dace13af ,2251899617736 ,-0.082962036 ,-0.1048584 ,9.803772 ,0 ,Acc ,10
3dd9e578dace13af ,2252006920757 ,0.7799225 ,1.2353821 ,-0.74320984 ,0 ,Acc ,10
3dd9e578dace13af ,2252127028205 ,1.0625153 ,0.71147156 ,0.63041687 ,0 ,Acc ,10
3dd9e578dace13af ,2252227520496 ,1.2321625 ,0.50512695 ,-0.59828186 ,0 ,Acc ,10
3dd9e578dace13af ,2252350453100 ,0.10371399 ,0.34947205 ,0.07157898 ,0 ,Acc ,10
3dd9e578dace13af ,2252451167580 ,0.3432312 ,0.21495056 ,0.24639893 ,0 ,Acc ,10
3dd9e578dace13af ,2252551648777 ,0.14242554 ,-0.37298584 ,-0.70588684 ,0 ,Acc ,10
3dd9e578dace13af ,2252671572007 ,-0.26994324 ,1.2807312 ,0.47029114 ,0 ,Acc ,10
3dd9e578dace13af ,2252771527944 ,0.8005371 ,-0.22027588 ,0.13343811 ,0 ,Acc ,10
3dd9e578dace13af ,2252872049402 ,-0.11357117 ,-0.49687195 ,-0.59291077 ,0 ,Acc ,10
3dd9e578dace13af ,2252991941017 ,0.02961731 ,-0.4111786 ,0.21629333 ,0 ,Acc ,10
3dd9e578dace13af ,2253093470131 ,0.08854675 ,0.28726196 ,0.05871582 ,0 ,Acc ,10
3dd9e578dace13af ,2253211880392 ,0.18772888 ,-0.21975708 ,-0.75090027 ,0 ,Acc ,10
3dd9e578dace13af ,2253312274350 ,0.4619751 ,-0.019515991 ,0.03540039 ,0 ,Acc ,10
3dd9e578dace13af ,2253412199819 ,0.2710266 ,1.0893555 ,0.44332886 ,0 ,Acc ,10
3dd9e578dace13af ,2253530974662 ,-0.45399475 ,-0.8776703 ,0.4463501 ,0 ,Acc ,10
3dd9e578dace13af ,2253632759871 ,-0.25906372 ,0.81591797 ,0.07014465 ,0 ,Acc ,10
3dd9e578dace13af ,2253753044246 ,-0.3197937 ,-0.44380188 ,-0.3032837 ,0 ,Acc ,10
3dd9e578dace13af ,2253873111850 ,-0.11595154 ,-0.5036316 ,0.1493988 ,0 ,Acc ,10
3dd9e578dace13af ,2253972796329 ,0.06199646 ,0.15782166 ,-0.5633087 ,0 ,Acc ,10
3dd9e578dace13af ,2254073306641 ,-0.025527954 ,-1.4857941 ,-1.8356323 ,0 ,Acc ,10
3dd9e578dace13af ,2254172737266 ,-0.8969574 ,0.02709961 ,1.282196 ,0 ,Acc ,10
3dd9e578dace13af ,2254273519246 ,0.26826477 ,1.1831512 ,0.30670166 ,0 ,Acc ,10
3dd9e578dace13af ,2254392483777 ,0.426239 ,0.8329773 ,-0.81954956 ,0 ,Acc ,10
3dd9e578dace13af ,2254494974766 ,0.22125244 ,2.0028229 ,-0.0027770996 ,0 ,Acc ,10
3dd9e578dace13af ,2254613499975 ,0.099105835 ,0.6272583 ,-1.1768188 ,0 ,Acc ,10
3dd9e578dace13af ,2254713763047 ,-0.32528687 ,-0.1730957 ,0.33769226 ,0 ,Acc ,10
3dd9e578dace13af ,2254810795808 ,-0.18008423 ,0.44984436 ,-0.2675476 ,0 ,Acc ,10
3dd9e578dace13af ,2254917540443 ,0.484375 ,-0.8066406 ,0.29541016 ,3 ,Acc ,15
3dd9e578dace13af ,2254918269922 ,-1.8776368 ,0.035046387 ,-0.5363159 ,3 ,Acc ,4
3dd9e578dace13af ,2254930854454 ,0.016067505 ,-1.3842468 ,0.8380585 ,0 ,Acc ,10
3dd9e578dace13af ,2255033039610 ,-0.5713806 ,0.7105255 ,0.5032959 ,0 ,Acc ,10
3dd9e578dace13af ,2255152287058 ,0.033172607 ,-0.4616394 ,-0.7475891 ,0 ,Acc ,10
3dd9e578dace13af ,2255251130703 ,-0.094070435 ,0.20069885 ,0.02394104 ,0 ,Acc ,10
3dd9e578dace13af ,2255355214089 ,-0.1396637 ,0.28701782 ,-0.045455933 ,0 ,Acc ,10
3dd9e578dace13af ,2255474823724 ,-0.22695923 ,0.1966095 ,-0.1832428 ,0 ,Acc ,10
3dd9e578dace13af ,2255575683880 ,-0.4916687 ,0.52656555 ,-0.0572052 ,0 ,Acc ,10
3dd9e578dace13af ,2255696226224 ,-0.32809448 ,-0.09487915 ,-0.51885986 ,0 ,Acc ,10
3dd9e578dace13af ,2255815366068 ,-0.3807068 ,0.0063934326 ,-0.22103882 ,0 ,Acc ,10
3dd9e578dace13af ,2255915315078 ,-0.16514587 ,0.51034546 ,0.12263489 ,0 ,Acc ,10
3dd9e578dace13af ,2256014942422 ,-0.22268677 ,-0.19541931 ,-0.5472107 ,0 ,Acc ,10
3dd9e578dace13af ,2256115575599 ,0.09454346 ,-0.2598877 ,-0.6643524 ,0 ,Acc ,10
3dd9e578dace13af ,2256215218880 ,-0.13465881 ,-0.37561035 ,-0.053482056 ,0 ,Acc ,10
3dd9e578dace13af ,2256315890182 ,-0.6573181 ,0.14007568 ,-2.1438751 ,0 ,Acc ,10
3dd9e578dace13af ,2256435983776 ,-0.2541504 ,-0.13868713 ,-1.7101746 ,0 ,Acc ,10
3dd9e578dace13af ,2256556045859 ,-0.2479248 ,-0.10031128 ,-1.062027 ,0 ,Acc ,10
3dd9e578dace13af ,2256655628463 ,-0.41603088 ,0.74690247 ,0.06890869 ,0 ,Acc ,10
3dd9e578dace13af ,2256756033932 ,-0.20030212 ,-0.13909912 ,0.28674316 ,0 ,Acc ,10
3dd9e578dace13af ,2256855947422 ,-0.9375 ,-0.12924194 ,0.09222412 ,0 ,Acc ,10
3dd9e578dace13af ,2256956277630 ,-0.2882843 ,0.50634766 ,-0.14637756 ,0 ,Acc ,10
3dd9e578dace13af ,2257056162265 ,0.105148315 ,-0.45152283 ,0.103530884 ,0 ,Acc ,10
3dd9e578dace13af ,2257156037786 ,0.13140869 ,-1.1722107 ,-0.49108887 ,0 ,Acc ,10
3dd9e578dace13af ,2257256298932 ,-0.44766235 ,0.819458 ,1.2660217 ,0 ,Acc ,10
3dd9e578dace13af ,2257356417994 ,0.2816925 ,-1.2450104 ,-0.50735474 ,0 ,Acc ,10
3dd9e578dace13af ,2257456549869 ,-0.019943237 ,-0.9486389 ,-0.7575836 ,0 ,Acc ,10
3dd9e578dace13af ,2257557143307 ,-0.528183 ,-0.7903595 ,-0.34843445 ,0 ,Acc ,10
3dd9e578dace13af ,2257656834505 ,-1.0287628 ,-0.85694885 ,0.58940125 ,0 ,Acc ,10
3dd9e578dace13af ,2257757365755 ,-0.86595154 ,-0.3941803 ,0.019332886 ,0 ,Acc ,10
3dd9e578dace13af ,2257877445598 ,0.59547424 ,-1.9387512 ,-0.90945435 ,0 ,Acc ,10
3dd9e578dace13af ,2257918641744 ,-0.026245117 ,-0.09289551 ,0.8339844 ,3 ,Acc ,15
3dd9e578dace13af ,2257919360130 ,0.44604492 ,-0.3069214 ,0.2357666 ,3 ,Acc ,4
3dd9e578dace13af ,2257993719400 ,1.0128784 ,-3.2103271 ,-1.6884918 ,0 ,Acc ,10
3dd9e578dace13af ,2258097465598 ,0.70796204 ,-1.5394135 ,-0.9501648 ,0 ,Acc ,10
3dd9e578dace13af ,2258216743411 ,-0.019317627 ,0.10983276 ,0.9914551 ,0 ,Acc ,10
3dd9e578dace13af ,2258333626640 ,-0.049468994 ,-2.125885 ,0.62164307 ,0 ,Acc ,10
3dd9e578dace13af ,2258434259921 ,0.07333374 ,-0.90415955 ,0.79722595 ,0 ,Acc ,10
3dd9e578dace13af ,2258554900181 ,-0.21762085 ,0.07093811 ,0.7033081 ,0 ,Acc ,10
3dd9e578dace13af ,2258674464244 ,-3.028244 ,2.3571625 ,1.4980164 ,0 ,Acc ,10
3dd9e578dace13af ,2258774059660 ,-0.330719 ,0.57614136 ,-1.217926 ,0 ,Acc ,10
3dd9e578dace13af ,2258874763931 ,1.5462646 ,-2.9602203 ,-2.0974731 ,0 ,Acc ,10
3dd9e578dace13af ,2258994904400 ,1.6099396 ,-1.8053894 ,-0.1862793 ,0 ,Acc ,10
3dd9e578dace13af ,2259095419608 ,1.0213928 ,-1.0559845 ,0.53230286 ,0 ,Acc ,10
3dd9e578dace13af ,2259194893462 ,-0.24615479 ,-0.5667877 ,0.40898132 ,0 ,Acc ,10
3dd9e578dace13af ,2259435338410 ,0.68107605 ,-1.3470001 ,-0.34570313 ,0 ,Acc ,10
3dd9e578dace13af ,2259534818358 ,0.33598328 ,-0.2097168 ,0.35758972 ,0 ,Acc ,10
3dd9e578dace13af ,2259635607577 ,0.9511566 ,0.7967377 ,-0.024047852 ,0 ,Acc ,10
3dd9e578dace13af ,2259737247993 ,2.7050476 ,0.3209839 ,0.5912628 ,0 ,Acc ,10
3dd9e578dace13af ,2259855179295 ,1.3794098 ,0.40065002 ,1.5502014 ,0 ,Acc ,10
3dd9e578dace13af ,2259957080181 ,1.4096375 ,1.4110565 ,-0.885025 ,0 ,Acc ,10
3dd9e578dace13af ,2260059384452 ,0.41444397 ,-0.3934021 ,-1.6805725 ,0 ,Acc ,10
3dd9e578dace13af ,2260159873618 ,-0.19169617 ,0.21739197 ,-1.6565094 ,0 ,Acc ,10
3dd9e578dace13af ,2260255830702 ,-0.10131836 ,-1.4104004 ,-0.8261719 ,0 ,Acc ,10
3dd9e578dace13af ,2260376007160 ,0.31922913 ,-0.0131073 ,-0.50320435 ,0 ,Acc ,10
3dd9e578dace13af ,2260476452160 ,-0.2931671 ,0.24127197 ,-0.7741699 ,0 ,Acc ,10
3dd9e578dace13af ,2260579719972 ,-1.131958 ,-0.11264038 ,-1.2635803 ,0 ,Acc ,10
3dd9e578dace13af ,2260680554139 ,-0.84835815 ,-0.5470276 ,-0.098358154 ,0 ,Acc ,10
3dd9e578dace13af ,2260798668931 ,-0.04220581 ,0.24208069 ,-0.28823853 ,0 ,Acc ,10
3dd9e578dace13af ,2260918638045 ,-0.3257904 ,0.8173523 ,-0.38616943 ,0 ,Acc ,10
3dd9e578dace13af ,2260921010389 ,0.12384033 ,-0.59033203 ,0.6898804 ,3 ,Acc ,15
3dd9e578dace13af ,2260921791274 ,-0.14655761 ,-0.5798584 ,0.0 ,3 ,Acc ,4
3dd9e578dace13af ,2261037170024 ,-0.4373169 ,0.2594757 ,-0.24353027 ,0 ,Acc ,10
3dd9e578dace13af ,2261157500597 ,0.1743164 ,0.26480103 ,-0.45056152 ,0 ,Acc ,10
3dd9e578dace13af ,2261278459139 ,0.72068787 ,-0.7067871 ,-0.32833862 ,0 ,Acc ,10
3dd9e578dace13af ,2261397765284 ,0.5916748 ,0.30622864 ,-0.11508179 ,0 ,Acc ,10
3dd9e578dace13af ,2261499383826 ,0.42105103 ,-0.050354004 ,-0.7441864 ,0 ,Acc ,10
3dd9e578dace13af ,2261618583253 ,1.2485504 ,-0.6761017 ,-0.52685547 ,0 ,Acc ,10
3dd9e578dace13af ,2261719206795 ,0.51264954 ,0.37670898 ,-0.93182373 ,0 ,Acc ,10
3dd9e578dace13af ,2261820245388 ,-0.010375977 ,-0.2441101 ,-0.59054565 ,0 ,Acc ,10
3dd9e578dace13af ,2261921920180 ,0.31051636 ,-0.23727417 ,-0.019088745 ,0 ,Acc ,10
3dd9e578dace13af ,2262021506430 ,0.3199463 ,-0.27952576 ,-0.46357727 ,0 ,Acc ,10
3dd9e578dace13af ,2262122320232 ,0.30447388 ,-0.044174194 ,-0.22351074 ,0 ,Acc ,10
3dd9e578dace13af ,2262242389399 ,0.21504211 ,-0.18954468 ,-0.35435486 ,0 ,Acc ,10
3dd9e578dace13af ,2262362501222 ,0.3030548 ,0.052963257 ,-0.10247803 ,0 ,Acc ,10
3dd9e578dace13af ,2262462068409 ,-0.18125916 ,0.10670471 ,-0.1404419 ,0 ,Acc ,10
3dd9e578dace13af ,2262582012367 ,0.31977844 ,0.4449005 ,-0.87338257 ,0 ,Acc ,10
3dd9e578dace13af ,2262700506742 ,-0.014709473 ,0.43312073 ,-0.13388062 ,0 ,Acc ,10
3dd9e578dace13af ,2262802989555 ,0.15057373 ,-0.22401428 ,-0.24697876 ,0 ,Acc ,10
3dd9e578dace13af ,2263160719867 ,-0.18099976 ,-0.5964203 ,-0.45191956 ,0 ,Acc ,10
3dd9e578dace13af ,2263280482680 ,-0.4575653 ,-0.4197998 ,-0.39237976 ,0 ,Acc ,10
3dd9e578dace13af ,2263382936534 ,-0.28485107 ,-0.2970581 ,0.08152771 ,0 ,Acc ,10
3dd9e578dace13af ,2263483612940 ,0.6578369 ,0.010543823 ,-0.9426422 ,0 ,Acc ,10
3dd9e578dace13af ,2263601008877 ,0.23080444 ,-0.014038086 ,0.22497559 ,0 ,Acc ,10
3dd9e578dace13af ,2263704921325 ,0.11061096 ,-0.4302826 ,-0.08428955 ,0 ,Acc ,10
3dd9e578dace13af ,2263823432992 ,-0.06877136 ,0.09744263 ,0.067855835 ,0 ,Acc ,10
3dd9e578dace13af ,2263928020127 ,0.25335693 ,-0.44329834 ,0.7490845 ,3 ,Acc ,15
3dd9e578dace13af ,2263924703513 ,0.07118225 ,0.09146118 ,0.066604614 ,0 ,Acc ,10
3dd9e578dace13af ,2263928750388 ,-0.12319336 ,0.04460449 ,0.12213135 ,3 ,Acc ,4
3dd9e578dace13af ,2264041861742 ,0.14382935 ,-0.2725525 ,0.19189453 ,0 ,Acc ,10
3dd9e578dace13af ,2264143765908 ,-0.57247925 ,-0.3684082 ,-0.26182556 ,0 ,Acc ,10
3dd9e578dace13af ,2264244904606 ,0.22389221 ,-0.69555664 ,-0.5942993 ,0 ,Acc ,10
