@relation Walk30

@attribute DeviceID string
@attribute TimeStamp numeric
@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute Accuracy numeric
@attribute DataSource string
@attribute DataType numeric

@data
3dd9e578dace13af ,3693448375444 ,-9.474106 ,2.136963 ,1.3583069 ,0 ,Acc ,9
3dd9e578dace13af ,3694611672423 ,-9.337112 ,2.687027 ,1.3297577 ,0 ,Acc ,9
3dd9e578dace13af ,3694714209194 ,-9.333649 ,2.6942902 ,1.3394165 ,0 ,Acc ,9
3dd9e578dace13af ,3694813742006 ,-9.338409 ,2.6747131 ,1.345398 ,0 ,Acc ,9
3dd9e578dace13af ,3694914438048 ,-9.345993 ,2.6526947 ,1.3363037 ,0 ,Acc ,9
3dd9e578dace13af ,3695034546589 ,-9.348679 ,2.6460724 ,1.330719 ,0 ,Acc ,9
3dd9e578dace13af ,3695150997214 ,-9.347702 ,2.645996 ,1.3377075 ,0 ,Acc ,9
3dd9e578dace13af ,3695170018152 ,0.08660889 ,0.009765625 ,0.06484985 ,0 ,Acc ,10
3dd9e578dace13af ,3695273013360 ,0.08770752 ,0.0020141602 ,-0.041168213 ,0 ,Acc ,10
3dd9e578dace13af ,3695372688412 ,0.08821106 ,0.13781738 ,0.021530151 ,0 ,Acc ,10
3dd9e578dace13af ,3695473028777 ,0.29986572 ,0.26759338 ,0.23806763 ,0 ,Acc ,10
3dd9e578dace13af ,3695572823933 ,0.37745667 ,0.32455444 ,0.1401062 ,0 ,Acc ,10
3dd9e578dace13af ,3695673031954 ,-0.16004944 ,0.19902039 ,-0.07727051 ,0 ,Acc ,10
3dd9e578dace13af ,3695773068568 ,-0.36772156 ,-0.2394104 ,-0.072402954 ,0 ,Acc ,10
3dd9e578dace13af ,3695872593620 ,0.3371277 ,-0.6105652 ,0.081085205 ,0 ,Acc ,10
3dd9e578dace13af ,3695973200912 ,0.09020996 ,-0.10661316 ,-0.2234497 ,0 ,Acc ,10
3dd9e578dace13af ,3696073817631 ,0.33459473 ,0.109695435 ,-0.3097992 ,0 ,Acc ,10
3dd9e578dace13af ,3696512101901 ,0.18486023 ,-0.12789917 ,-0.1546936 ,0 ,Acc ,10
3dd9e578dace13af ,3696912429401 ,-0.04710388 ,0.80148315 ,0.1950531 ,0 ,Acc ,10
3dd9e578dace13af ,3697031189922 ,-0.6990967 ,-0.44992065 ,0.4290161 ,0 ,Acc ,10
3dd9e578dace13af ,3697134521641 ,-1.0233002 ,-1.657196 ,0.431427 ,0 ,Acc ,10
3dd9e578dace13af ,3697256235338 ,1.3054657 ,1.7742767 ,0.7809448 ,0 ,Acc ,10
3dd9e578dace13af ,3697374794036 ,1.1596985 ,-2.003769 ,-0.3894043 ,0 ,Acc ,10
3dd9e578dace13af ,3697475302265 ,-0.85494995 ,-1.4407654 ,0.17137146 ,0 ,Acc ,10
3dd9e578dace13af ,3697574783828 ,-0.5926819 ,-1.3345947 ,0.4845581 ,0 ,Acc ,10
3dd9e578dace13af ,3697675518672 ,-0.1269226 ,0.7253723 ,-0.65682983 ,0 ,Acc ,10
3dd9e578dace13af ,3697774463724 ,0.24734497 ,0.7798462 ,-5.340576E-4 ,0 ,Acc ,10
3dd9e578dace13af ,3697876302057 ,0.11138916 ,-0.19154358 ,-0.58003235 ,0 ,Acc ,10
3dd9e578dace13af ,3697992867682 ,-0.22390747 ,0.32418823 ,-0.27375793 ,0 ,Acc ,10
3dd9e578dace13af ,3698112454244 ,0.052627563 ,-0.64494324 ,0.06463623 ,0 ,Acc ,10
3dd9e578dace13af ,3698154101796 ,-1.9799194 ,7.360443 ,-6.17041 ,0 ,Acc ,9
3dd9e578dace13af ,3698211921484 ,0.13398743 ,-0.25689697 ,0.10282898 ,0 ,Acc ,10
3dd9e578dace13af ,3698314478671 ,0.1736908 ,-0.74993896 ,0.29864502 ,0 ,Acc ,10
3dd9e578dace13af ,3698433237161 ,0.12513733 ,-0.22213745 ,-0.23355103 ,0 ,Acc ,10
3dd9e578dace13af ,3698532860650 ,0.06932068 ,-0.27270508 ,-0.4840393 ,0 ,Acc ,10
3dd9e578dace13af ,3698653119973 ,0.23822021 ,-0.24221802 ,-0.1269226 ,0 ,Acc ,10
