@relation Walk6

@attribute DeviceID string
@attribute TimeStamp numeric
@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute Accuracy numeric
@attribute DataSource string
@attribute DataType numeric

@data
3dd9e578dace13af ,5325058397704202 ,3.7194214 ,-3.8361359 ,8.223145 ,0 ,Acc ,9
3dd9e578dace13af ,5325058505148838 ,-4.284195 ,-0.4537506 ,0.9122772 ,0 ,Acc ,10
3dd9e578dace13af ,5325058605768108 ,-3.3991394 ,-0.40763855 ,0.57572937 ,0 ,Acc ,10
3dd9e578dace13af ,5325058727266442 ,-2.4717407 ,-0.108184814 ,0.2702179 ,0 ,Acc ,10
3dd9e578dace13af ,5325058826004046 ,-1.7526855 ,-0.08201599 ,0.31704712 ,0 ,Acc ,10
3dd9e578dace13af ,5325058948912848 ,-1.2511597 ,-0.025360107 ,-0.05984497 ,0 ,Acc ,10
3dd9e578dace13af ,5325059049698577 ,-0.87138367 ,0.0077819824 ,0.072021484 ,0 ,Acc ,10
3dd9e578dace13af ,5325059170149306 ,-0.69558716 ,-0.12924194 ,0.011260986 ,0 ,Acc ,10
3dd9e578dace13af ,5325059269868889 ,-0.59407043 ,0.04234314 ,-0.03390503 ,0 ,Acc ,10
3dd9e578dace13af ,5325059370374671 ,-0.519516 ,0.011306763 ,0.03126526 ,0 ,Acc ,10
3dd9e578dace13af ,5325059469871441 ,0.63879395 ,-4.899521 ,8.470932 ,0 ,Acc ,9
3dd9e578dace13af ,5325059568628369 ,0.5750427 ,-4.9157257 ,8.46611 ,0 ,Acc ,9
3dd9e578dace13af ,5325059671377431 ,0.5256958 ,-4.9212646 ,8.466095 ,0 ,Acc ,9
3dd9e578dace13af ,5325059791434566 ,0.48612976 ,-4.9256287 ,8.465942 ,0 ,Acc ,9
3dd9e578dace13af ,5325059912263004 ,0.4557495 ,-4.9302216 ,8.464951 ,0 ,Acc ,9
3dd9e578dace13af ,5325060012888108 ,0.4360962 ,-4.934265 ,8.463638 ,0 ,Acc ,9
3dd9e578dace13af ,5325060132899827 ,0.41607666 ,-4.9387665 ,8.462006 ,0 ,Acc ,9
3dd9e578dace13af ,5325060251144045 ,0.39257813 ,-4.9484863 ,8.4574585 ,0 ,Acc ,9
3dd9e578dace13af ,5325060352585191 ,0.37745667 ,-4.951584 ,8.456329 ,0 ,Acc ,9
3dd9e578dace13af ,5325060470855608 ,0.36192322 ,-4.9631042 ,8.450256 ,0 ,Acc ,9
